1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) INCUMBENT INDICATOR,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (when applicable),GE RUNOFF ELECTION % (when applicable),COMBINED GE PARTY TOTALS (when applicable),COMBINED GE PARTY % (when applicable),PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES,1ST ROUND RCV VOTES,1ST ROUND RCV %,2ND ROUND RCV VOTES,2ND ROUND RCV %,3RD ROUND RCV VOTES,3RD ROUND RCV %
2338,NH,New Hampshire,01,H6NH02089ˇ,,Tom,Alciere,"Alciere, Tom",,W(D),1,0.00236027190332326%,,,,,,,,,,,,,,,,,
2339,NH,New Hampshire,01,H0NH02280,,Gilead R.,Towne,"Towne, Gilead R.",,W(D),1,0.00236027190332326%,,,,,,,,,,,,,,,,,
2340,NH,New Hampshire,01,H2NH01296,,Mark,Kilbane,"Kilbane, Mark",,W(D),0,0%,,,,,,,,,,,,,,,,,
2341,NH,New Hampshire,01,n/a,,,,,Party Votes:,D,42368,,,,,,,,,,,,,,,,,,
2342,NH,New Hampshire,01,H2NH01270,,Karoline ,Leavitt,"Leavitt, Karoline ",,R,25931,34.3907905730693%,,,142229,45.8859473096702%,,,,,W,,,,,,,,
2343,NH,New Hampshire,01,H0NH01282,,Matt,Mowers,"Mowers, Matt",,R,19072,25.2940942427819%,,,,,,,,,,,,,,,,,
2344,NH,New Hampshire,01,H2NH01288,,Gail Huff ,Brown,"Brown, Gail Huff ",,R,12999,17.2398244055119%,,,,,,,,,,,,,,,,,
2345,NH,New Hampshire,01,H2NH01304,,Russell ,Prescott,"Prescott, Russell ",,R,7551,10.0144560416971%,,,,,,,,,,,,,,,,,
2346,NH,New Hampshire,01,H2NH01262,,Tim,Baxter,"Baxter, Tim",,R,6970,9.24390923197305%,,,,,,,,,,,,,,,,,
2347,NH,New Hampshire,01,H6NH02154,,Mary,Maxwell,"Maxwell, Mary",,R,673,0.892561106616623%,,,,,,,,,,,,,,,,,
2348,NH,New Hampshire,01,H0NH01258,,Kevin R. ,Rondeau,"Rondeau, Kevin R. ",,R,610,0.809007838092333%,,,,,,,,,,,,,,,,,
2349,NH,New Hampshire,01,H0NH02280,,Gilead R.,Towne,"Towne, Gilead R.",,R,466,0.618028938608241%,,,,,,,,,,,,,,,,,
2350,NH,New Hampshire,01,H2NH01296,,Mark,Kilbane,"Kilbane, Mark",,R,347,0.46020609806236%,,,,,,,,,,,,,,,,,
2351,NH,New Hampshire,01,H6NH02089ˇ,,Tom,Alciere,"Alciere, Tom",,R,342,0.453574886274718%,,,,,,,,,,,,,,,,,
2352,NH,New Hampshire,01,n/a,,,Scattered,Scattered,,W(R),259,0.343496770599859%,,,,,,,,,,,,,,,,,
2353,NH,New Hampshire,01,H8NH01210,,Chris,Pappas,"Pappas, Chris",,W(R),181,0.240049866712643%,,,,,,,,,,,,,,,,,
2354,NH,New Hampshire,01,n/a,,,,,Party Votes:,R,75401,,,,,,,,,,,,,,,,,,
2355,NH,New Hampshire,01,n/a,,,Scattered,Scattered,,W,,,,,342,0.110336105716185%,,,,,,,,,,,,,
2356,NH,New Hampshire,01,n/a,,,,,District Votes:,,117769,,,,309962,,,,,,,,,,,,,,
2357,NH,New Hampshire,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,,,,,,,
2358,NH,New Hampshire,02,H0NH02181,(I),Ann McLane ,Kuster,"Kuster, Ann McLane ",,D,48630,99.338154185562%,,,171636,55.8013420724095%,,,,,W,W,,,,,,,
2359,NH,New Hampshire,02,n/a,,,Scattered,Scattered,,W(D),162,0.330922907219022%,,,,,,,,,,,,,,,,,
2360,NH,New Hampshire,02,H2NH00025,,Robert ,Burns,"Burns, Robert ",,W(D),52,0.106222167749316%,,,,,,,,,,,,,,,,,
2361,NH,New Hampshire,02,H2NH02294,,George ,Hansel,"Hansel, George ",,W(D),49,0.100093965763778%,,,,,,,,,,,,,,,,,
2362,NH,New Hampshire,02,H2NH02260,,Lily Tang ,Williams,"Williams, Lily Tang ",,W(D),45,0.0919230297830617%,,,,,,,,,,,,,,,,,
2363,NH,New Hampshire,02,H2NH02286,,Scott,Black,"Black, Scott",,W(D),7,0.014299137966254%,,,,,,,,,,,,,,,,,
2364,NH,New Hampshire,02,H2NH02229,,Dean A. ,Poirer,"Poirer, Dean A. ",,W(D),5,0.0102136699758957%,,,,,,,,,,,,,,,,,
2365,NH,New Hampshire,02,H6NH02220,,Jay ,Mercer,"Mercer, Jay ",,W(D),4,0.00817093598071659%,,,,,,,,,,,,,,,,,
2366,NH,New Hampshire,02,H6NH01263,,Michael ,Callis,"Callis, Michael ",,W(D),0,0%,,,,,,,,,,,,,,,,,
2367,NH,New Hampshire,02,n/a,,,,,Party Votes:,D,48954,,,,,,,,,,,,,,,,,,
2368,NH,New Hampshire,02,H2NH00025,,Robert ,Burns,"Burns, Robert ",,R,21065,32.9820880566168%,,,135579,44.0786906991261%,,,,,W,,,,,,,,
2369,NH,New Hampshire,02,H2NH02294,,George ,Hansel,"Hansel, George ",,R,19024,29.7864345212%,,,,,,,,,,,,,,,,,
2370,NH,New Hampshire,02,H2NH02260,,Lily Tang ,Williams,"Williams, Lily Tang ",,R,15729,24.6273564226217%,,,,,,,,,,,,,,,,,
2371,NH,New Hampshire,02,H2NH02286,,Scott,Black,"Black, Scott",,R,2211,3.46182751925847%,,,,,,,,,,,,,,,,,
2372,NH,New Hampshire,02,H6NH02220,,Jay ,Mercer,"Mercer, Jay ",,R,2085,3.26454562535229%,,,,,,,,,,,,,,,,,
2373,NH,New Hampshire,02,H2NH02229,,Dean A. ,Poirer,"Poirer, Dean A. ",,R,2047,3.20504791131709%,,,,,,,,,,,,,,,,,
2374,NH,New Hampshire,02,H6NH01263,,Michael ,Callis,"Callis, Michael ",,R,1133,1.77397131583892%,,,,,,,,,,,,,,,,,
2375,NH,New Hampshire,02,n/a,,,Scattered,Scattered,,W(R),449,0.703012463205361%,,,,,,,,,,,,,,,,,
2376,NH,New Hampshire,02,H0NH02181,,Ann McLane ,Kuster,"Kuster, Ann McLane ",,W(R),125,0.195716164589466%,,,,,,,,,,,,,,,,,
2377,NH,New Hampshire,02,n/a,,,,,Party Votes:,R,63868,,,,,,,,,,,,,,,,,,
2378,NH,New Hampshire,02,n/a,,,Scattered,Scattered,,W,,,,,369,0.119967228464419%,,,,,,,,,,,,,
2379,NH,New Hampshire,02,n/a,,,,,District Votes:,,112822,,,,307584,,,,,,,,,,,,,,
2380,NH,New Hampshire,H,n/a,,,,,Total State Votes:,,230591,,,,617546,,,,,,,,,,,,,,
2381,NJ,New Jersey,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,,,,,,,
2382,NJ,New Jersey,01,H4NJ01084,(I),Donald W.,Norcoss,"Norcoss, Donald W.",,D,44985,76.6602477803718%,,,139559,62.3354058351646%,,,,,W,W,,,,,,,
2383,NJ,New Jersey,01,H2NJ01120,,Mario,DeSantis,"DeSantis, Mario",,D,13696,23.3397522196282%,,,,,,,,,,,,,,,,,
2384,NJ,New Jersey,01,n/a,,,,,Party Votes:,D,58681,,,,,,,,,,,,,,,,,,
2385,NJ,New Jersey,01,H4NJ01118,,Claire,Gustafson,"Gustafson, Claire",,R,13411,68.9688866032399%,,,78794,35.1941183827339%,,,,,W,,,,,,,,
2386,NJ,New Jersey,01,H2NJ01187,,Damon M.,Galdo,"Galdo, Damon M.",,R,6034,31.0311133967601%,,,,,,,,,,,,,,,,,
2387,NJ,New Jersey,01,n/a,,,,,Party Votes:,R,19445,,,,,,,,,,,,,,,,,,
2388,NJ,New Jersey,01,H2NJ01153,,Patricia,Kline,"Kline, Patricia",,FTP,,,,,3343,1.49318397027032%,,,,,,,,,,,,,
2389,NJ,New Jersey,01,H2NJ01161,,Isaiah,Fletcher,"Fletcher, Isaiah",,LIB,,,,,1546,0.690536170516875%,,,,,,,,,,,,,
2390,NJ,New Jersey,01,H4NJ12164,,Allen J.,Cannon,"Cannon, Allen J.",,CF,,,,,642,0.286755641314252%,,,,,,,,,,,,,
2391,NJ,New Jersey,01,n/a,,,,,District Votes:,,78126,,,,223884,,,,,,,,,,,,,,
2392,NJ,New Jersey,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,,,,,,,
2393,NJ,New Jersey,02,H8NJ02166,(I),Jeff ,Van Drew,"Van Drew, Jeff ",,R,35843,86.0349007465015%,,,139217,58.8695218281152%,,,,,W,W,,,,,,,
2394,NJ,New Jersey,02,H2NJ03266,,John,Barker,"Barker, John",,R,3217,7.72185017162334%,,,,,,,,,,,,,,,,,
2395,NJ,New Jersey,02,H2NJ02250,,Sean,Pignatelli,"Pignatelli, Sean",,R,2601,6.24324908187514%,,,,,,,,,,,,,,,,,
2396,NJ,New Jersey,02,n/a,,,,,Party Votes:,R,41661,,,,,,,,,,,,,,,,,,
2397,NJ,New Jersey,02,H2NJ02193,,Tim,Alexander,"Alexander, Tim",,D,17199,61.7203760855523%,,,94522,39.9697231102316%,,,,,W,,,,,,,,
2398,NJ,New Jersey,02,H2NJ02219,,Carolyn,Rush,"Rush, Carolyn",,D,10667,38.2796239144477%,,,,,,,,,,,,,,,,,
2399,NJ,New Jersey,02,n/a,,,,,Party Votes:,D,27866,,,,,,,,,,,,,,,,,,
2400,NJ,New Jersey,02,H2NJ02243,,Michael,Gallo,"Gallo, Michael",,LIB,,,,,1825,0.77172239982409%,,,,,,,,,,,,,
2401,NJ,New Jersey,02,H8NJ02299,,Anthony,Parisi Sanchez,"Parisi Sanchez, Anthony",,NFS,,,,,920,0.38903266182913%,,,,,,,,,,,,,
2402,NJ,New Jersey,02,n/a,,,,,District Votes:,,69527,,,,236484,,,,,,,,,,,,,,
2403,NJ,New Jersey,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,,,,,,,
2404,NJ,New Jersey,03,H8NJ03206,(I),Andy,Kim,"Kim, Andy",,D,39433,92.7944464054595%,,,150498,55.4573727964153%,,,,,W,W,,,,,,,
2405,NJ,New Jersey,03,H2NJ03274,,Reuven,Hendler,"Hendler, Reuven",,D,3062,7.20555359454053%,,,,,,,,,,,,,,,,,
2406,NJ,New Jersey,03,n/a,,,,,Party Votes:,D,42495,,,,,,,,,,,,,,,,,,
2407,NJ,New Jersey,03,H2NJ03258,,Bob,Healey,"Healey, Bob",,R,17560,52.8517682468021%,,,118415,43.6350303637757%,,,,,W,,,,,,,,
2408,NJ,New Jersey,03,H2NJ03282,,Ian A.,Smith,"Smith, Ian A.",,R,12709,38.2513167795335%,,,,,,,,,,,,,,,,,
2409,NJ,New Jersey,03,H2NJ03290,,Nicholas J.,Ferrara,"Ferrara, Nicholas J.",,R,2956,8.89691497366441%,,,,,,,,,,,,,,,,,
2410,NJ,New Jersey,03,n/a,,,,,Party Votes:,R,33225,,,,,,,,,,,,,,,,,,
2411,NJ,New Jersey,03,H2NJ03308,,Christopher,Russomanno,"Russomanno, Christopher",,LIB,,,,,1347,0.496359294852898%,,,,,,,,,,,,,
2412,NJ,New Jersey,03,H2NJ03316,,Gregory M.,Sobocinski,"Sobocinski, Gregory M.",,GS,,,,,1116,0.411237544956076%,,,,,,,,,,,,,
2413,NJ,New Jersey,03,n/a,,,,,District Votes:,,75720,,,,271376,,,,,,,,,,,,,,
2414,NJ,New Jersey,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,,,,,,,
2415,NJ,New Jersey,04,H8NJ04014,(I),Christopher H.,Smith,"Smith, Christopher H.",,R,33136,57.821906573368%,,,173288,66.9163815540504%,,,,,W,W,,,,,,,
2416,NJ,New Jersey,04,H2NJ04207,,Mike,Crispi,"Crispi, Mike",,R,21115,36.8454115553074%,,,,,,,,,,,,,,,,,
2417,NJ,New Jersey,04,H2NJ04223,,Steve,Gray,"Gray, Steve",,R,2305,4.02219624129688%,,,,,,,,,,,,,,,,,
2418,NJ,New Jersey,04,H2NJ04181,,Mike,Blasi,"Blasi, Mike",,R,751,1.31048563002775%,,,,,,,,,,,,,,,,,
2419,NJ,New Jersey,04,n/a,,,,,Party Votes:,R,57307,,,,,,,,,,,,,,,,,,
2420,NJ,New Jersey,04,H2NJ04215 ,,Matthew,Jenkins,"Jenkins, Matthew",,D,20655,100%,,,81233,31.3686950208911%,,,,,W,,,,,,,,
2421,NJ,New Jersey,04,n/a,,,,,Party Votes:,D,20655,,,,,,,,,,,,,,,,,,
2422,NJ,New Jersey,04,H2NJ04231,,Jason,Cullen,"Cullen, Jason",,LIB,,,,,1902,0.734470694542056%,,,,,,,,,,,,,
2423,NJ,New Jersey,04,H2NJ04256,,David,Schmidt,"Schmidt, David",,WTP,,,,,1197,0.46222997968814%,,,,,,,,,,,,,
2424,NJ,New Jersey,04,H6NJ04182,,Hank,Schroeder,"Schroeder, Hank",,NSF,,,,,905,0.349472123323113%,,,,,,,,,,,,,
2425,NJ,New Jersey,04,H2NJ04249,,Pam,Daniels,"Daniels, Pam",,PWP,,,,,437,0.168750627505194%,,,,,,,,,,,,,
2426,NJ,New Jersey,04,n/a,,,,,District Votes:,,77962,,,,258962,,,,,,,,,,,,,,
2427,NJ,New Jersey,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,,,,,,,,
2428,NJ,New Jersey,05,H6NJ05171,(I),Josh,Gottheimer,"Gottheimer, Josh",,D,31142,100%,,,145559,54.7331571050939%,,,,,W,W,,,,,,,
2429,NJ,New Jersey,05,n/a,,,,,Party Votes:,D,31142,,,,,,,,,,,,,,,,,,
2430,NJ,New Jersey,05,H0NJ05174,,Frank T. ,Pallota,"Pallota, Frank T. ",,R,16021,50.1879581479857%,,,117873,44.3226556066526%,,,,,W,,,,,,,,
2431,NJ,New Jersey,05,H2NJ05311,,Nick,De Gregorio,"De Gregorio, Nick",,R,14560,45.6111772445336%,,,,,,,,,,,,,,,,,
2432,NJ,New Jersey,05,H2NJ05337,,Sab,Skenderi,"Skenderi, Sab",,R,712,2.23043668943049%,,,,,,,,,,,,,,,,,
2433,NJ,New Jersey,05,H2NJ05329,,Fred,Schneiderman,"Schneiderman, Fred",,R,629,1.97042791805025%,,,,,,,,,,,,,,,,,
2434,NJ,New Jersey,05,n/a,,,,,Party Votes:,R,31922,,,,,,,,,,,,,,,,,,
2435,NJ,New Jersey,05,H6NJ04174,,Jeremy,Marcus,"Marcus, Jeremy",,LIB,,,,,1193,0.448592367537405%,,,,,,,,,,,,,
2436,NJ,New Jersey,05,H2NJ05345,,Trevor James,Ferrigno,"Ferrigno, Trevor James",,TWS,,,,,700,0.263214297800657%,,,,,,,,,,,,,
2437,NJ,New Jersey,05,H0NJ05240,,Louis,Vellucci,"Vellucci, Louis",,AV,,,,,618,0.232380622915437%,,,,,,,,,,,,,
2438,NJ,New Jersey,05,n/a,,,,,District Votes:,,63064,,,,265943,,,,,,,,,,,,,,
2439,NJ,New Jersey,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,,,,,,,,
2440,NJ,New Jersey,06,H8NJ03073,(I),"Frank, Jr.",Pallone,"Pallone, Frank, Jr.",,D,30534,100%,,,106238,57.4511002114439%,,,,,W,W,,,,,,,
2441,NJ,New Jersey,06,n/a,,,,,Party Votes:,D,30534,,,,,,,,,,,,,,,,,,
2442,NJ,New Jersey,06,H2NJ06228,,Susan M.,Kiley,"Kiley, Susan M.",,R,10076,56.8494696456782%,,,75839,41.0120106641286%,,,,,W,,,,,,,,
2443,NJ,New Jersey,06,H2NJ07192,,Rik,Mehta,"Mehta, Rik",,R,4735,26.7151884450463%,,,,,,,,,,,,,,,,,
2444,NJ,New Jersey,06,H2NJ11160,,Thomas,Toomey,"Toomey, Thomas",,R,2913,16.4353419092756%,,,,,,,,,,,,,,,,,
2445,NJ,New Jersey,06,n/a,,,,,Party Votes:,R,17724,,,,,,,,,,,,,,,,,,
2446,NJ,New Jersey,06,H2NJ06236,,Tara,Fisher,"Fisher, Tara",,LIB,,,,,1361,0.735997923415117%,,,,,,,,,,,,,
2447,NJ,New Jersey,06,H2NJ06251,,Inder Jit,Soni,"Soni, Inder Jit",,NJF,,,,,947,0.512116115704714%,,,,,,,,,,,,,
2448,NJ,New Jersey,06,H2NJ06244,,Eric,Antisell,"Antisell, Eric",,MEF,,,,,534,0.288775085307621%,,,,,,,,,,,,,
2449,NJ,New Jersey,06,n/a,,,,,District Votes:,,48258,,,,184919,,,,,,,,,,,,,,
2450,NJ,New Jersey,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,,,,,,,,
2451,NJ,New Jersey,07,H0NJ07261,,"Thomas H., Jr.",Kean,"Kean, Thomas H., Jr.",,R,25111,45.6223542450174%,,,159392,51.4013537874122%,,,,,W,W,,,,,,,
2452,NJ,New Jersey,07,H2NJ11202,,Philip,Rizzo,"Rizzo, Philip",,R,12988,23.5969549971839%,,,,,,,,,,,,,,,,,
2453,NJ,New Jersey,07,H2NJ07218,,Erik,Peterson,"Peterson, Erik",,R,8493,15.4303155829291%,,,,,,,,,,,,,,,,,
2454,NJ,New Jersey,07,H2NJ07242,,John,Flora,"Flora, John",,R,3051,5.54314056794026%,,,,,,,,,,,,,,,,,
2455,NJ,New Jersey,07,H2NJ07200,,John Henry,Isemann,"Isemann, John Henry",,R,2732,4.96357260950928%,,,,,,,,,,,,,,,,,
2456,NJ,New Jersey,07,H2NJ07226,,Kevin B.,Dorlon,"Dorlon, Kevin B.",,R,2237,4.0642430188405%,,,,,,,,,,,,,,,,,
2457,NJ,New Jersey,07,H2NJ07234,,Sterling I.,Schwab,"Schwab, Sterling I.",,R,429,0.779418978579604%,,,,,,,,,,,,,,,,,
2458,NJ,New Jersey,07,n/a,,,,,Party Votes:,R,55041,,,,,,,,,,,,,,,,,,
2459,NJ,New Jersey,07,H2NJ06210,(I),Tom,Malinowski,"Malinowski, Tom",,D,37304,94.466813543012%,,,150701,48.5986462125878%,,,,,W,,,,,,,,
2460,NJ,New Jersey,07,H2NJ02060,,Roger,Bacon,"Bacon, Roger",,D,2185,5.53318645698802%,,,,,,,,,,,,,,,,,
2461,NJ,New Jersey,07,n/a,,,,,Party Votes:,D,39489,,,,,,,,,,,,,,,,,,
2462,NJ,New Jersey,07,n/a,,,,,District Votes:,,94530,,,,310093,,,,,,,,,,,,,,
2463,NJ,New Jersey,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,,,,,,,,
2464,NJ,New Jersey,08,H2NJ08232,,Robert J.,Menendez,"Menendez, Robert J.",,D,26490,83.0225342401354%,,,78382,73.6167854761301%,,,,,W,W,,,,,,,
2465,NJ,New Jersey,08,H2NJ08240,,David ,Ocampo Grajales,"Ocampo Grajales, David ",,D,3749,11.7497727771335%,,,,,,,,,,,,,,,,,
2466,NJ,New Jersey,08,H2NJ08273,,Ane,Roseborough-Eberhard,"Roseborough-Eberhard, Ane",,D,1668,5.22769298273106%,,,,,,,,,,,,,,,,,
2467,NJ,New Jersey,08,n/a,,,,,Party Votes:,D,31907,,,,,,,,,,,,,,,,,,
2468,NJ,New Jersey,08,H2NJ08299,,Marcos,Arroyo,"Arroyo, Marcos",,R,3127,100%,,,24957,23.4397452875377%,,,,,W,,,,,,,,
2469,NJ,New Jersey,08,n/a,,,,,Party Votes:,R,3127,,,,,,,,,,,,,,,,,,
2470,NJ,New Jersey,08,H2NJ08315,,Joanne,Kuniansky,"Kuniansky, Joanne",,SWP,,,,,1016,0.954232528434439%,,,,,,,,,,,,,
2471,NJ,New Jersey,08,H2NJ08281,,Dan,Delaney,"Delaney, Dan",,LIB,,,,,758,0.711917575347741%,,,,,,,,,,,,,
2472,NJ,New Jersey,08,H2NJ08307,,David W.,Cook,"Cook, David W.",,OTH,,,,,714,0.670592544588769%,,,,,,,,,,,,,
2473,NJ,New Jersey,08,H2NJ08224,,Pablo,Olivera,"Olivera, Pablo",,LP,,,,,400,0.375682097808834%,,,,,,,,,,,,,
2474,NJ,New Jersey,08,H2NJ08323,,John V.,Salierno,"Salierno, John V.",,TAM,,,,,246,0.231044490152433%,,,,,,,,,,,,,
2475,NJ,New Jersey,08,n/a,,,,,District Votes:,,35034,,,,106473,,,,,,,,,,,,,,
2476,NJ,New Jersey,,n/a,,,,DISTRICT 9,,,,,,,,,,,,,,,,,,,,,
2477,NJ,New Jersey,09,H6NJ08118,(I),"Bill, Jr.",Pascrell,"Pascrell, Bill, Jr.",,D,19524,100%,,,82457,54.9771975677406%,,,,,W,W,,,,,,,
2478,NJ,New Jersey,09,n/a,,,,,Party Votes:,D,19524,,,,,,,,,,,,,,,,,,
2479,NJ,New Jersey,09,H0NJ09200,,Billy,Prempeh,"Prempeh, Billy",,R,10724,100%,,,65365,43.581315340303%,,,,,W,,,,,,,,
2480,NJ,New Jersey,09,n/a,,,,,Party Votes:,R,10724,,,,,,,,,,,,,,,,,,
2481,NJ,New Jersey,09,H2NJ09156,,Lea,Sherman,"Sherman, Lea",,SWP,,,,,1108,0.73874546618306%,,,,,,,,,,,,,
2482,NJ,New Jersey,09,H2NJ09149,,Sean,Armstrong,"Armstrong, Sean",,LIB,,,,,1054,0.702741625773416%,,,,,,,,,,,,,
2483,NJ,New Jersey,09,n/a,,,,,District Votes:,,30248,,,,149984,,,,,,,,,,,,,,
2484,NJ,New Jersey,,n/a,,,,DISTRICT 10,,,,,,,,,,,,,,,,,,,,,
2485,NJ,New Jersey,10,H2NJ10154,(I),"Donald M., Jr.",Payne,"Payne, Donald M., Jr.",,D,29680,83.3403532417937%,,,100710,77.6442289159413%,,,,,W,W,,,,,,,
2486,NJ,New Jersey,10,H2NJ10204,,Imani,Oakley ,"Oakley, Imani",,D,3764,10.5691741779687%,,,,,,,,,,,,,,,,,
2487,NJ,New Jersey,10,H0NJ10257,,Akil,Khalfani,"Khalfani, Akil",,D,2169,6.09047258023755%,,,,,,,,,,,,,,,,,
2488,NJ,New Jersey,10,n/a,,,,,Party Votes:,D,35613,,,,,,,,,,,,,,,,,,
2489,NJ,New Jersey,10,H0NJ10133,,David H.,Pinckney,"Pinckney, David H.",,R,3581,82.4925132457959%,,,25993,20.0397819701327%,,,,,W,,,,,,,,
2490,NJ,New Jersey,10,H2NJ10238,,Garth,Stewart,"Stewart, Garth",,R,760,17.5074867542041%,,,,,,,,,,,,,,,,,
2491,NJ,New Jersey,10,n/a,,,,,Party Votes:,R,4341,,,,,,,,,,,,,,,,,,
2492,NJ,New Jersey,10,H8NJ10144,,Cynthia A.,Johnson,"Johnson, Cynthia A.",,JAJ,,,,,1989,1.53345617430054%,,,,,,,,,,,,,
2493,NJ,New Jersey,10,H2NJ10246,,Kendal,Ludden,"Ludden, Kendal",,LIB,,,,,634,0.488793974110881%,,,,,,,,,,,,,
2494,NJ,New Jersey,10,H2NJ10261,,"Clenard Howard, Jr.",Childress,"Childress, Clenard Howard, Jr.",,TMP,,,,,381,0.293738965514583%,,,,,,,,,,,,,
2495,NJ,New Jersey,10,n/a,,,,,District Votes:,,39954,,,,129707,,,,,,,,,,,,,,
2496,NJ,New Jersey,,n/a,,,,DISTRICT 11,,,,,,,,,,,,,,,,,,,,,
2497,NJ,New Jersey,11,H8NJ11142,(I),Mikie ,Sherril,"Sherril, Mikie ",,D,37948,100%,,,161436,58.9905869971936%,,,,,W,W,,,,,,,
2498,NJ,New Jersey,11,n/a,,,,,Party Votes:,D,37948,,,,,,,,,,,,,,,,,,
2499,NJ,New Jersey,11,H2NJ11186,,Paul,DeGroot,"DeGroot, Paul",,R,12644,39.3146979260595%,,,109952,40.177736202058%,,,,,W,,,,,,,,
2500,NJ,New Jersey,11,H2NJ11178,,Tayfun,Selen,"Selen, Tayfun",,R,11364,35.3347221790367%,,,,,,,,,,,,,,,,,
2501,NJ,New Jersey,11,H2NJ11228,,Toby,Anderson,"Anderson, Toby",,R,6385,19.8532383943285%,,,,,,,,,,,,,,,,,
2502,NJ,New Jersey,11,H2NJ11251,,Ruth,McAndrew ,"McAndrew , Ruth",,R,1325,4.11989676937906%,,,,,,,,,,,,,,,,,
2503,NJ,New Jersey,11,H2NJ11269,,Alexander R.,Halter,"Halter, Alexander R.",,R,443,1.37744473119617%,,,,,,,,,,,,,,,,,
2504,NJ,New Jersey,11,n/a,,,,,Party Votes:,R,32161,,,,,,,,,,,,,,,,,,
2505,NJ,New Jersey,11,H2NJ11244,,Joseph,Biasco,"Biasco, Joseph",,LIB,,,,,2276,0.831676800748363%,,,,,,,,,,,,,
2506,NJ,New Jersey,11,n/a,,,,,District Votes:,,70109,,,,273664,,,,,,,,,,,,,,
2507,NJ,New Jersey,,n/a,,,,DISTRICT 12,,,,,,,,,,,,,,,,,,,,,
2508,NJ,New Jersey,12,H4NJ12149,(I),Bonnie,Watson Coleman,"Watson Coleman, Bonnie",,D,37440,100%,,,125127,63.1230861587977%,,,,,W,W,,,,,,,
2509,NJ,New Jersey,12,n/a,,,,,Party Votes:,D,37440,,,,,,,,,,,,,,,,,,
2510,NJ,New Jersey,12,H2NJ12127,,Darius,Mayfield,"Mayfield, Darius",,R,13514,100%,,,71175,35.9058049609791%,,,,,W,,,,,,,,
2511,NJ,New Jersey,12,n/a,,,,,Party Votes:,R,13514,,,,,,,,,,,,,,,,,,
2512,NJ,New Jersey,12,H2NJ12143,,C. Lynn,Genrich,"Genrich, C. Lynn",,LIB,,,,,1925,0.971108880223178%,,,,,,,,,,,,,
2513,NJ,New Jersey,12,n/a,,,,,District Votes:,,50954,,,,198227,,,,,,,,,,,,,,
2514,NJ,New Jersey,H,n/a,,,,,Total State Votes:,,733486,,,,2609716,,,,,,,,,,,,,,
2515,NM,New Mexico,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,,,,,,,
2516,NM,New Mexico,01,H2NM01144,(I),Melanie Ann,Stansbury,"Stansbury, Melanie Ann",,D,44223,100%,,,156462,55.7456951377235%,,,,,W,W,,,,,,,
2517,NM,New Mexico,01,n/a,,,,,Party Votes:,D,44223,,,,,,,,,,,,,,,,,,
2518,NM,New Mexico,01,H0NM01189,,Michelle Garcia,Holmes,"Holmes, Michelle Garcia",,R,25822,58.6957015888891%,,,124151,44.2336400981933%,,,,,W,,,,,,,,
2519,NM,New Mexico,01,H2NM01367,,Louie,Sanchez,"Sanchez, Louie",,R,18171,41.3042984111109%,,,,,,,,,,,,,,,,,
2520,NM,New Mexico,01,n/a,,,,,Party Votes:,R,43993,,,,,,,,,,,,,,,,,,
2521,NM,New Mexico,01,H2NM01383,,Victoria L.,Gonzales,"Gonzales, Victoria L.",,W,,,,,58,0.0206647640832149%,,,,,,,,,,,,,
2522,NM,New Mexico,01,n/a,,,,,District Votes:,,88216,,,,280671,,,,,,,,,,,,,,
2523,NM,New Mexico,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,,,,,,,
2524,NM,New Mexico,02,H2NM02191,,Gabriel,Vasquez,"Vasquez, Gabriel",,D,24010,76.1159015977682%,,,96986,50.3370996455134%,,,,,W,W,,,,,,,
2525,NM,New Mexico,02,H2NM02217,,Darshan N.,Patel,"Patel, Darshan N.",,D,7534,23.8840984022318%,,,,,,,,,,,,,,,,,
2526,NM,New Mexico,02,n/a,,,,,Party Votes:,D,31544,,,,,,,,,,,,,,,,,,
2527,NM,New Mexico,02,H8NM02156,(I),Yvette,Herrell,"Herrell, Yvette",,R,28623,100%,,,95636,49.6364306363632%,,,,,W,,,,,,,,
2528,NM,New Mexico,02,n/a,,,,,Party Votes:,R,28623,,,,,,,,,,,,,,,,,,
2529,NM,New Mexico,02,H2NM02225,,Eliseo,Luna,"Luna, Eliseo",,W,,,,,51,0.0264697181234527%,,,,,,,,,,,,,
